/Users/tomoki/anaconda/bin/python3 /Applications/PyCharm.app/Contents/helpers/pydev/pydevd.py --multiproc --qt-support=auto --client 127.0.0.1 --port 61166 --file /Users/tomoki/PycharmProjects/unimorph-task1/main.py
pydev debugger: process 31811 is connecting

Connected to pydev debugger (build 173.4127.16)
[dynet] random seed: 1167912836
[dynet] allocating memory: 512MB
[dynet] memory allocation done.
loss: 28383.70592880249
صُهْيِنَ مُرْرِي
الْعَشَوَائِيِّ الْمَانِينِ
يَعْتَدْنَ يُتَانِي
الرَّأْيَيْنِ الْمَرِينِ
دَقَائِقَ مَرِينِ
اُسْعُلِي مُسْرِرْنِ
تُسْتَجْمَعَا يُتَانِرَا
تَشْكُوَ تُرَانِي
اِسْتِمْرَارِيَّةُ اِسْتَانِ
كَيْنُونَةً مَرِينَا
التِّمْسَاحَانِ الْمَسْرِيَانِ
تُحَارَبَانِ تُرَارَرَا
يُعَاقِبُو يُرَارِرْنَ
تَتَّحِدَا يُسْتَرِرَا
لِيبِيًّا مَرِيَانِ
حَشَرتَيْنِ مَرْرَرَا
تَنْضَمِّي تُسْتَرِرَا
خِفْتِ حُورَا
أَحْيَيَانِ مَرِينَ
الِارْتِدَاء الْتَانْتَانِان
تُدَمَّرْ يُرَارِرَا
يُقَامَرَا يُرَاتَرَا
حَقَائِبَ مَرِينِ
مَكْتَبَات مُسْتَرَان
الِاعْتِيَادَ الْمَانْتِيَانِ
شِهَابُ مَرَانَا
رَسَّامَتَا مَارِيَا
السُّبَّاقِ الْمَانِرَانِ
وَهْمَيْ مَانَا
الِاقْتِصَادِيَّةِ الْمَالْتِيَانِ
اِسْتَمْرَرْنَا مُتْتَرْتَرْتَا
مِشْيَةَ مَرِيَانِ
تَارِيخٌ تَرِيرَانِ
شَرِيكَيْ مَرْرَانِ
يَتَّخِذْنَ يُسْتَرْنَرْنِ
يُسْتَمْتَعَ تُتَانِرَا
قَوَافِلُ مُوَاتَرَا
ثَدِيِيُّ مَرِي
عَشِيرَتَيْ مَرَانِ
تُدَاوَرِينَ تُرَارَرَا
نُسْتَكْتَبَ اُسْتَرْنَرْنَ
بَابَا غَنُّوجٍ مَارِيَا
التَّثْقِيبِ الْمَرِيرَانِ
كُحُول مَرَا
التَّرْقِيمِ الْمَرْرِينِ
الشَّدِيدَةَ الْمَرِينِ
يُتَلْفَزَانِ يُسْرَرَا
الْمُرِيحُ الْمَرِينِ
مَحْصُولَاتٌ مَرْرِين
مُسْتَكْشِف اِسْتَرِينِ
تُسْتَبْدَلُو تُتَاتَرْنَ
إِنْدُونِيسِيَّاتِ مَرِيَانِ
غَابَاتِ مَارِيَا
بَرْدَانَتَيْنِ مَرِينَانِ
عُرْيَانَتَيْنِ مَرِينَانِ
أَنْفَجِرُ اِسْرِرْنِ
الْمُنَافَسَاتِ الْمَانِرَانِ
تَسْتَخْبِرَانِ يُسْتَرِي
ثَوْرَتَيْ مَلَانِ
حَلُّوفِ مَرِينِ
الْإِفْلَاحُ الْمَانِينِ
الشَّنْطَتَيْن الْمَرَانِ
نَخْتَتِنْ مُتَانِنَ
الْغَبِيَّتَانِ الْمَرِينِ
تَحْلِيلَيْنِ مَعْمَلِيَّيْنِ تَرْرِينِينِ
مَهْبِلَانِ مُرْرِرَا
اِمْتِحَان اِسْتِرَا
بَطَّارِيَّاتِ مَارِيَانِ
اِقْتَرِحْنَ اِسْتَرْتِ
اِسْتَهْدِفِي اِسْتَرِرْنِ
دَجَّالًا مَارِين
الْخَوَارِزْمِيَّتَيْن الْمَارِيَانِ
يُدَنْدَنَانِ يُرَرِي
مُتَّخِذ اِسْتِرِي
صَيْدَلِيَّة مَارِي
تُقْتَصَدْنَ تُتَرْتَرْنَرَا
كَامِلَاتٌ مَانِرَانِ
اِحْتَلَّ مُسْتَرْنَرَا
التَّاسِعَيْن الْمَانِينِ
أَعْسَال مَرْرَانِين
وَظَائِفُ مَرَانِ
تَطُوعَ يُرَارِي
اُسْتُجِيرُوا اُْتَرْتَا
أَضْيَقَ مَرِينِ
الْغَزَارَتَيْنِ الْمَارِيَانِ
دُرْبَة مَرْرَان
يُلْغَى يُرْرَرَ
تُرَبِّي تُرَرِي
أَمِيرَةِ مَارِيَانِ
قَهْوَتَيْ مَرَا
الْكَعْبَةُ الْمَرِينِ
وِرَاثَة مَارَان
صَرَاحَةً مَارَانِ
يُذْنِبُونَ يُرْرِرْنَ
يَسْتَنِيرُو يُتَانِرَا
اِخْضَارَرْتُمَا اِسْرَرَا
السَّنَوِيَّتَيْنِ الْمَرِينِ
الْمَوْلِدُ الْمَرِينِ
تُعَاوِنَا تُرَارِرَا
تَمْوِيج تَرْرِين
نُنَارَ أُرَارَا
الشِّهَابَيْنِ الْمَانِيَانِ
فَظِيعَانِ مَرِينِ
الْمُرْتَاحَيْنِ الْمَانِرَانِ
اُسْتُعْلِمْتَ اِسَرْتِرْنِ
تَدْحِي تُرَانِي
يُنَاوِلْنَ يُرَارِرَا
غَيْمَتَيْ مَارَانِ
الْفَوْقَانِيَّات الْمَارِيَانِ
تَفْضِيلِ تَرِينِ
مُوَاطِنُونَ مُورْرِين
اُسْتُخْدِمَا اِسَرْتَرَا
يُنَافِسُ يُرَانِي
التَّوْب الْمَرِين
مَزْحُور مُرْرِين
اِنْكِتَابَ اِسْتَانِيَا
الْمُتَأَكِّدَانِ الْمَسْتِينِ
الْخَائِفَةَ الْمَانِرَانِ
حَقِيرَةً مَرِينِ
لَيْثٍ مَرِينِ
يُؤْثِرْنَ يُرَارِرَا
الْأَبْرَأَيْنِ الْمَرْرِينِ
الْمُسِنُّ الْمَرِينِ
جَبِينَيْ مَرِينِ
يَدَّعِيَانِ يُرَانِي
حَارَتَيْ مَارِيَا
اِشْتِقَاقِ اِسْتِرَا
فَارِعَيْن مَارِرَانِ
الرَّاشِدَةَ الْمَانِرَانِ
اِسْتَلْقَيْتُنَّ اُْتَسْتَرْنَا
الْبَهْلَوَانَات الْمَارِيَان
إِصَابَةُ مَارَانِ
الْمِثْقَالِ الْمَارِيَانِ
إدْحِيّةِ مَرْرِيَا
تَشْكِي تُرَانِي
الصَّالَة الْمَارِيَانِ
تُصَادَرَانِ تُرَاتَرَا
يُبَاحِثَا يُرَارِرَا
خَالَاتِ مَارِيَا
عُبُودَةُ مَرَا
غُطِّيتَ مُرَوَا
الْمُنَاوَاةِ الْمَارِيَانِ
تَنْتَهِي تُْتَرِي
الصَّارُوخَيْن الْمَانِين
فِرْدَوْسَانِ مَرْرِينِ
تَدُلَّ تُرَرِي
أَفْنَان مَرْرَارَان
الْجِعِزِي الْمَرِينِ
مَخَابِزِ مَرْرِينِ
تُبَاعِينَ تُرَارِي
اِسْتِعْمَالَانِ اِسْتَرَانِينَانِ
اللَّائِق الْمَارِرَانِ
تَحُوطِي تُرَارِي
شَقَّةُ مَرَا
تُفَاجِئَا تُرَانَرَا
الْفَضِيحَتَيْنِ الْمَانِينِ
اللِّحْيَتَانِ الْمَرِينَانِ
إِحْيَاء مَارَارَان
صُفِينَا مَرْرَا
وَظِيفَةِ مَارَانِ
غُرْبَةَ مُرْرَانِ
مُفَاجَأَة مُرَانِرَا
تَرِينَانِ اِوْلَانِي
تُزَادَ تُرَارِي
تَأَمْرَكَتَا تُسْمَرْتَرَا
يُمَاثِلُو يُرَارِرَا
تَزْدَحِمَ يُسْتَرِي
تُسْتَقَالَا تُتَانِي
تُحْتَاجَ يُتَانِرَا
تُسْتَعْلَمِي تُتَانِرَا
الْأَوِزَتَيْنِ الْمَرِينِ
دَرَجَتَانِ مَرْرَرَا
تُسْتَمَعْنَ تُتَاتِرَا
يَسْتَعْرِبُ يُسْتَرِرَا
مَطْفُوء مُرْرِين
فَخُورَتَانِ مَرِينِ
تَبْلِيدٌ تَرْرِينِ
اِسْتَشْعِرُو اِسَرِرْنَ
الْعَنَاكِب الْمَرْرِين
تُكَاثِرَا اِرْرَانِينِ
اِسْتِعْرَاب اِسْتَرِينِ
ظَرْفَيْنِ مَرْرَرَانِ
تَوَكَّأْتُمْ تَسْرَوْ
يُبَطَّأْنَ يُرَانَرَا
الثَّابِتَات الْمَانِتَانِ
طَهِّرَا مُرَرْتَرَا
لُوقِيتِ مُرَانِينَ
يَرْجَحْنِنَّ يُسْتَرْتِرْنِ
نَارَيْنِ مَارِينِ
مَحْظُوظَتَانِ مَرِينِ
الِاقْتِضَابِ الْمَانْتِرَانِ
شِمْبَانْزِي مَارِينِ
الْمَطَارَيْن الْمَارِيَانِ
حَرَكَةٍ مَرَرَانِ
الْقُرَشِيَّتَيْنِ الْمَرِينِ
اِنْتِفَاخ اِسْتَرِينِ
الْعَمِيقَتَيْنِ الْمَرِينِ
تَقْدِيسٌ تَرْرِينِ
اُسْتُقْرِضَتْ اِسْتَرْتِرْنِ
شُرْفَةٌ مُرْرِرَانِ
جَرِيمَتَيْنِ مَرَانِيَانِ
تُشَاغَلَ يُرَانَرَا
تُعْطَيْ تُسْرَرَا
ضُوقَيَيْن مَرِينِ
الْجَوْعَى الْمَانِينِ
اِسْتَكْثَرْتَ اُْتَرْتَرْنَا
طَالِب مُومَارِين
تَذْرُوَانِ يُرَانِينَا
اِسْتِيرَادٌ اِسْتَارِين
تُفْنِيَ يُسْرَرُو
الْخَشِنَاتُ الْمَرِينِ
الْمُخَابَرَةَ الْمَارِرَانِ
تُهَانُ تُرَانِي
الْعَامَّتَانِ الْمَانِيَانِ
سُقِيتَ مُرَرْنَا
يُسْتَكْشَفْنَ يُتَانِي
اُسْتُكْبِرْتِ اِسَمْتِرْنَ
تَعْمِيلِ تَرِينِ
الشُّفّى الْمَرِين
تَشْرِيحٍ تَرِيرِينِ
أُسْبَغَ اِسْرِرْنِ
ثَقَافِيَّيْن مَارِينَانِ
هَاشِمِيِّينَ مَانِرَانِ
هُنِّئَتَا مُرْرِي
يُبَرْهِنَ يُسْرِي
التَّثْبِيطَ الْمَرِيرَانِ
أَخْفِينَ مُرْرَو
اِرْتَبَكْنَا مُتْتَرْتَرْتَا
تُفْتَعَلْنَ تُْتَرْنَرْنَ
أَصْحُو مُرْرَا
تَعْبَانٌ تَرِينِ
بَاحَثْتُمَا مُرَانَرْتَرْنَ
اُقْتُطِطْنَ مُسْتَرْتِنَ
تْرَامٍ تَرِيَانِ
الْبَدَوِيَّتَانِ الْمَرِينَانِ
إِصْغَاءً مَمَانِي
تَسْقُطِينَ يُسْرَرْنَو
تَثَاؤُب تَرَان
الزَّلْزَلَتَيْن الْمَانِينِ
تُخَوِّلَانِ أُرَانِ
بَنْطَلُونَاتٍ مَرِينِ
مُعَقَّدًا مَرْتِينِ
الْأَبْخَلُ الْمَرِينِ
أَوِز مَرَا
الِايتِمَارِ الْمَانِانِ
قَمْحَةُ مُرْرَرَا
حَقِيقٌ مَرِينِ
خِتَان مْنَان
تُجَاوَزَانِ تُرَارِي
تُذِيعُو تُرَارِي
سُوئِلُوا مُرَانِرَا
تَثْنَوْنِينَ تُسْتَرْنَ
تَدِنَّ تُرَانِي
يُسْتَعْدَدْنَ تُْتَرْنَ
فَرْع مَرْرَان
تُنَارُو تُرَارَا
فُورِقَ مُرَانِرْنَ
تُصَادِرِي يُرَانَرِي
التَّلْمُودِيَّاتِ الْمَرِينِ
جَمَارِكُ مُرْرِرَا
فُتِّشْتُ مُسْتَرْنَا
تَعْبَانَاتٌ تَرِيَانِ
أُقَرَّرَ مُرْرَرْنَ
حَوَاسِيبُ مُوَانِرَا
سُكْنَى مَرَا
مَهْبِلٌ مُرْرِرَانِ
الْآرَاءَ الْمَرِينِ
تُلْتَمَسِي تُتَرْتَرْنَ
مَعَاهِدُ مَرْرِين
الْمَسَاق الْمَارِيَان
اِثْنَا عَشَرِيٍّ اِسْمَانِينِ
اُسْتُرْزِقْنَا مُتَرْتَرْنَا
الْمَعْلُومَةِ الْمَانِينِ
سِرَار مَرَارَان
يَأْبَيَا يُرَارِي
تُقَامَرْنَ تُرَاتَرْتَرْنَرَا
الْأَنِيقَتَيْنِ الْمَرِينِ
يَبْأَسْنَ يُرْرِرْنِ
خُدُودٍ مَرِي
يَأْتِيَ يُسْتَرَا
مَاطِرَةٌ مُرَانِرَانِ
ثَبَتُّ مَرْتِين
خَائِفَات مَانِرَانِ
التَّكْحِيل الْمَرِيرَانِ
تُحْوِجْنَ تُسْرِرْنِ
يُزَلْزَلَانِ يُرَانِرَا
أَقْتَتِلَ اُسْتَرِي
يُقْتَضَبْنَ يُتَانِي
يُدَارُونَ تُرَارَا
إِدْحِيَّيْن مَرْرَانِين
تُبَادِلَا تُرَانَرَا
الْإِيتَاء الْمَارِيَان
ثَوْبَيْن مَرَيْن
تَرْضَ يُرَرِي
نَحْتَلُّ مُسْتَرْتِنَ
نُصْغَى اِسْرَوَا
اُسْتُكْفِفْتُ مُتَرْتَرْنَا
يُغْرِمَ يُسْرَرِي
يَسْتَكْلِبَا يُسْتَرِي
أَطْعِمَةَ مَلَانِيَانِ
اُمْتُحِنَ اِسْتَرْنَرَا
الِانْفِعَالِيِّين الْمَانِينِ
السَّدِيمَ الْمَرِينِ
اِتَّخَذَا اِسْتَرْتَا
الْعَاهِرَاتِ الْمَانِرَانِ
لُوبِيَاءٌ مَرِين
يَسْجُدْنَ يُسْرِرْنِ
تَهْلُكَةُ تَرْرَا
غَزَارَتَانِ مَارِينَانِ
الطَّالِبَةِ الْمَانِرَانِ
الْوَكِيلَيْنِ الْمَرِينِ
يُجْلِدُو يُسْرِي
هَيُولِيَّيْن مَرِينِ
مُتَكَلِّمَتَيْ مُسْمَرَانِ
التَّوْبَةَ الْمَرِينِ
مُتَعَجْرِفَاتٌ مَمْرِرِينِ
الْعُلْجُومَيْنِ الْمَرِينِ
فِعْل  الْمُعْتَلّ مُسْتِرْنَا
اِسْتِحْسَانًا اِسْتِرَا
بَضَائِعَ مَارَانِ
تَحْتَرِمِي تُْتَتَرِي
الْفُنُونَ الْمَرِينِ
زَنْجَبِيلٌ مَرِينِ
مُؤَرِّخِي مُرْرِين
يُدَّعَيَا يُرَانَرَا
الْفَجْوَةَ الْمَرِينِ
رَزَّزْتُمْ حُرْرَرْنَوْنَ
تُجَهِّزَا تُرَرِي
لَاجِئ مَارِي
بَنْكَا مَرْرَ
شَبَاحَةُ مَارَانِ
رَاكِبَ مَرِيَا
تُضَافَانِ تُرَارِيَا
أَمِيرِ الْمُؤْمِنِينَ الْمَارِانِيَانِ
اِئْتَمَمْتُمْ مُتَانِ
الِاحْتِلَامَاتِ الْمَالْتِرَانِ
دِيكَانِ مَرِينَانِ
حَرْفَا الْجَرِّ الْمَارِيَانِينِ
يُجَدَّدَا يُرَلِي
أَحْتَوِ اِسْتَرَا
تَحْقَوْقِفُ يُسْرِرْنِ
خِلَافًا مَارَانِيَانِ
تُفْتَكَرُ تُتَاتِرَا
أُور مَارَان
اِسْتِئْمَانَ اِسْتِرَا
طَرِيَّيْنِ مَرِينَا
صَالُونَيْنِ مَانِرَانِ
السِّمْحَاقَ الْمَارِيَانِ
الِانْفِعَالِيَّة الْمَارِيرَانِ
فُتِّشُوا مُسْتَرْنَ
قَطِيعُ مَرْرِي
نِظَامِيَّتَانِ مَارِيَانِ
كُولِيرَا مَارِيَا
الْمُثُول الْمَرِيرَانِ
تَنْحَمِلِي تُسْتَرِي
يُسْتَقْبَحْنَ يُتَاتِي
اِعْتِقَادَاتٍ مَمْتِرِينِ
الْعَسَلَيْنِ الْمَرِينِ
الْخُطْر الْمَرِين
شِعْتَ حَرَا
مُرَشَّحٌ مُرْرِرَانِ
تَفَرْنَسُو تُسْرِرْنِ
اِحْتِلَامَاتُ اِسْتَرِينِ
الضَّابِطَةِ الْمَانِرَانِ
أَزَائِفُ مَرِينِ
أُلْغَ مُسْرِي
يَطَأْنَ يُرَانِرَا
الْجُذْبَيَات الْمَرِين
أُشِرْتُ مُورَانَا
شَفَةً مَرَانِ
الدَّرَاوِيشُ الْمَرِينِ
سَلَاسِلَ مَرْرِينِ
سِكَكُ مَرَانِ
اِتِّحَاد اِسْتِرَا
التَّجْدِيدُ الْمَرِيرَانِ
التَّصْوِيرِ الْمَلِيَانِ
يُنَاقَشَا يُرَايَرَا
تَهَيَّأَ تَسْرَا
تُنِيرُ يُرْرِينَ
اِقْتَرَبْنَا مُْتَرْتَرْتَرْتَا
نُعْتَمَرْ مُتَانِرْنَ
أَهْمَلْتُ مُرْرِرْنِ
اِسْلَنْطِحْنَ اِسْرِرْنِ
مَحَلَّاتٌ مَرْرَرَانِ
